product_id,product_name,category,sub_category,is_fragile,is_hazmat,requires_cold_chain,stock_qty,avg_rating,tags,launch_date,weight_kg,battery_included,currency,price_inr,specs.dimensions_cm.length,specs.dimensions_cm.width,specs.dimensions_cm.height
PRD-00449,Meridian T-Shirt Pro,Apparel,T-Shirt,True,False,False,552,,"fragile-handle, premium, bestseller",2021-10-27,0.93,False,INR,157401.41,109.8,11.0,98.3
PRD-00230,Nexon Bookshelf Classic,Furniture,Bookshelf,False,False,False,861,3.51,"bestseller, clearance, new",2023-06-20,39.22,True,INR,137773.18,162.4,44.2,55.6
PRD-00221,Vayu Bookshelf Max,Furniture,Bookshelf,True,False,False,568,3.0,fragile-handle,2023-03-13,41.03,,INR,64170.6,61.1,66.3,44.8
PRD-00329,Meridian Rice Bag 2024,Groceries,Rice Bag,False,False,False,125,4.52,new,2021-03-13,5.85,True,INR,74362.53,122.3,73.2,97.6
PRD-00445,Kaveri T-Shirt 2024,Apparel,T-Shirt,False,False,False,51,3.98,,2020-12-24,1.13,True,INR,62499.22,30.1,30.1,137.0
PRD-00641,Vayu Steel Coil Classic,Industrial,Steel Coil,True,True,False,110,4.8,"premium, clearance",2022-03-15,3448.7,False,INR,164523.41,159.4,43.8,147.7
PRD-00396,Zenith Cooking Oil 2024,Groceries,Cooking Oil,True,False,False,222,3.25,"fragile-handle, premium, new",2020-10-23,3.2,,INR,159641.88,114.9,14.7,134.6
PRD-00718,Zenith Steel Coil Classic,Industrial,Steel Coil,False,True,False,256,2.68,,2021-10-18,1158.57,,INR,21535.19,43.0,51.4,63.0
PRD-00725,UrbanCraft Steel Coil,Industrial,Steel Coil,True,True,False,267,4.23,"bestseller, eco, clearance",2020-01-11,4217.22,,INR,174475.62,89.7,62.1,141.4
PRD-00614,Kaveri Insulin Pack Lite,pharma,Insulin Pack,False,True,False,-4,2.58,,2023-02-11,1.3,True,INR,61457.52,15.6,77.2,36.3
PRD-00568,Aravind Medical Kit 2024,Pharma,Medical Kit,True,True,False,180,3.02,eco,2022-04-09,0.95,True,INR,15159.05,74.8,82.9,144.0
PRD-00582,Aravind Medical Kit Max,pharma,Medical Kit,False,True,False,748,3.45,"new, premium, eco",2023-02-14,2.19,False,INR,30264.25,98.2,22.6,5.9
PRD-00633,Meridian Vaccine Box Pro,Pharma,Vaccine Box,True,True,True,217,3.2,clearance,2022-11-23,0.2,False,INR,62478.19,,,
PRD-00732,UrbanCraft Steel Coil Pro,Industrial,Steel Coil,True,True,False,529,,,2023-01-15,2718.15,,INR,169722.52,174.7,17.1,116.9
PRD-00020,Zenith Laptop,Electronics,Laptop,False,False,False,596,4.99,premium,2021-11-28,2.38,False,INR,145988.22,130.4,12.4,70.6
PRD-00757,Nexon Textbook Classic,Books,Textbook,True,False,False,883,3.4,"clearance, bestseller, premium",2022-03-08,4.0 kg,False,INR,75848.79,177.7,59.8,25.8
PRD-00079,Nexon Headphones Pro,Electronics,Headphones,False,False,False,796,4.41,eco,2023-11-07,1.75,False,INR,86624.53,39.4,45.2,10.2
PRD-00228,Vayu Bookshelf Pro,Furniture,Bookshelf,True,False,False,478,,,2022-06-18,12.06,False,INR,152939.42,174.2,58.5,88.1
PRD-00165,Kaveri Microwave,Home Appliance,Microwave,True,False,False,402,4.97,"new, premium",2021-10-14,22.64,True,INR,7204.9,70.5,113.6,90.1
PRD-00702,Tamira Motor Assembly,Industrial,Motor Assembly,True,True,False,158,4.77,"fragile-handle, premium, bestseller",2023-01-29,3104.54,,INR,28263.47,150.0,57.4,33.4
PRD-00115,Tamira Air Purifier Pro,Home Appliance,Air Purifier,True,False,False,488,2.69,eco,2022-12-22,37.67,,INR,32818.52,,,
PRD-00060,Nexon Smartphone Classic,Electronics,Smartphone,False,False,False,18,3.89,eco,2023-08-12,1.84,,INR,128881.46,15.2,61.4,126.4
PRD-00272,Nexon Study Table Lite,Furniture,Study Table,True,False,False,879,4.87,,2020-12-14,95.11,,INR,10855.34,128.1,36.2,120.7
PRD-00734,UrbanCraft Motor Assembly Max,Industrial,Motor Assembly,False,True,False,874,3.31,bestseller,2023-06-19,643.06,False,INR,91495.43,125.6,88.9,108.0
PRD-00279,Aravind Office Chair,furniture,Office Chair,False,False,False,113,4.17,"premium, new, bestseller",2021-04-05,106.03,True,INR,6531.24,,,
PRD-00805,Meridian Comic Set Pro,Books,Comic Set,False,False,False,719,4.4,"clearance, eco",2023-07-26,1.34,,INR,125133.02,112.5,39.8,93.8
PRD-00615,Nexon Medical Kit Classic,pharma,Medical Kit,True,True,True,154,3.19,bestseller,2021-07-23,3.3,True,INR,44950.79,163.2,71.3,117.9
PRD-00695,Zenith Steel Coil Classic,Industrial,Steel Coil,False,True,False,427,,"fragile-handle, new",2022-05-20,,,INR,131927.74,,,
PRD-00091,Aravind Laptop,Electronics,Laptop,True,False,False,-11,3.86,,2023-07-14,1.98,False,INR,124148.79,48.0,94.1,103.0
PRD-00212,Kaveri Bookshelf 2024,furniture,Bookshelf,False,False,False,217,3.79,"eco, fragile-handle, premium",2021-08-09,92.07,True,INR,15494.77,118.6,44.5,86.2
PRD-00349,Kaveri Cooking Oil Pro,Groceries,Cooking Oil,True,False,False,71,2.82,"eco, new",2021-09-13,4.14,False,INR,116796.42,126.9,37.0,94.9
PRD-00758,Tamira Textbook Classic,Books,Textbook,False,False,False,582,2.8,"premium, new, clearance",2022-05-18,0.99,,INR,118461.62,13.8,31.9,40.7
PRD-00523,Vayu Saree Pro,Apparel,Saree,True,False,False,540,3.14,"fragile-handle, clearance, premium",2022-10-13,1.91,False,INR,28627.92,34.9,7.9,28.5
PRD-00021,Vayu Tablet 2024,Electronics,Tablet,True,False,False,881,3.89,bestseller,2021-03-21,1.41,True,INR,156779.64,18.9,75.1,11.9
PRD-00469,Vayu Jacket Max,Apparel,Jacket,True,False,False,254,3.1,"new, premium, bestseller",2022-05-29,0.56,,INR,54959.82,158.4,56.4,94.0
PRD-00770,Tamira Comic Set Pro,Books,Comic Set,False,False,False,205,2.52,"eco, clearance",2023-10-30,3.48,,INR,94766.34,88.4,8.8,51.3
PRD-00429,Aravind Running Shoes Lite,Apparel,Running Shoes,False,False,False,597,4.32,"eco, clearance, fragile-handle",2022-04-03,1.42,,INR,142894.71,178.1,45.1,9.4
PRD-00637,Kaveri Medical Kit,Pharma,Medical Kit,False,True,True,55,3.27,"bestseller, fragile-handle, premium",2023-08-24,4.86,False,INR,52104.19,116.1,85.0,101.2
PRD-00664,Vayu Steel Coil Pro,Industrial,Steel Coil,True,True,False,247,4.51,"clearance, premium, new",2021-02-05,839.37,,INR,32632.18,174.2,21.9,116.7
PRD-00488,Zenith Jacket Max,Apparel,Jacket,True,False,False,91,2.53,eco,2023-11-27,0.81,False,INR,130758.36,33.5,32.0,11.1
PRD-00779,Meridian Textbook Lite,Books,Textbook,False,False,False,-11,4.21,clearance,2021-09-05,1.24,False,INR,84788.2,42.0,114.3,25.5
PRD-00409,Zenith Rice Bag 2024,Groceries,Rice Bag,False,False,False,662,3.93,"clearance, premium, new",2021-09-02,7.78,True,INR,149720.6,82.6,88.5,10.4
PRD-00394,Kaveri Cooking Oil Classic,Groceries,Cooking Oil,True,False,False,872,2.8,,2022-09-07,3.08,True,INR,4169.02,44.9,84.0,89.4
PRD-00103,UrbanCraft Headphones Classic,Electronics,Headphones,False,False,False,220,3.83,premium,2021-03-16,2.65,False,INR,104865.81,56.8,25.1,122.1
PRD-00173,Tamira Mixer Grinder Max,Home Appliance,Mixer Grinder,True,False,False,553,3.26,bestseller,2023-05-30,20.31,False,INR,87732.04,168.0,40.1,46.2
PRD-00766,Tamira Textbook,Books,Textbook,True,False,False,237,3.53,premium,2023-01-13,2.87,True,INR,124697.31,127.8,98.9,22.4
PRD-00519,Meridian T-Shirt 2024,Apparel,T-Shirt,False,False,False,17,3.72,,2023-12-01,1.15,False,INR,182325.31,81.7,106.8,86.9
PRD-00464,Nexon Jacket Lite,Apparel,Jacket,False,False,False,753,3.41,premium,2022-11-07,0.53,False,INR,83025.5,96.2,28.1,23.4
PRD-00669,Vayu Motor Assembly Classic,Industrial,Motor Assembly,True,True,False,609,2.58,fragile-handle,2022-06-13,1231.85,False,INR,182755.9,162.4,36.1,40.3
PRD-00816,Zenith Comic Set,Books,Comic Set,False,False,False,794,4.96,"premium, fragile-handle",2021-04-09,0.86,False,INR,97297.9,132.1,65.8,104.7
PRD-00419,Nexon Running Shoes Max,Apparel,Running Shoes,True,False,False,556,4.01,,2021-07-18,1.49,False,INR,104333.99,161.5,26.6,49.5
PRD-00809,Meridian Comic Set Pro,Books,Comic Set,False,False,False,650,3.86,"clearance, bestseller, new",2020-12-23,0.8,True,INR,148340.57,124.6,7.8,109.7
PRD-00504,Aravind Jacket 2024,Apparel,Jacket,False,False,False,250,3.8,"bestseller, new, fragile-handle",2022-02-22,0.35,False,INR,174617.51,45.9,28.2,94.2
PRD-00470,Meridian T-Shirt Max,Apparel,T-Shirt,False,False,False,822,2.76,bestseller,2023-09-08,1.65,True,INR,145071.68,12.4,87.4,34.6
PRD-00039,Meridian Headphones Lite,Electronics,Headphones,False,False,False,66,4.38,"eco, clearance",2021-03-30,1.0,False,INR,18618.62,86.0,34.9,99.0
PRD-00270,Tamira Bookshelf Pro,furniture,Bookshelf,True,False,False,187,3.06,"fragile-handle, premium",2021-10-11,89.68,True,INR,79323.17,91.8,6.0,72.7
PRD-00113,UrbanCraft Microwave Lite,Home Appliance,Microwave,True,False,False,545,4.85,"clearance, new",2022-06-23,22.31,False,INR,54718.95,120.4,110.6,16.5
PRD-00455,Tamira Saree,Apparel,Saree,True,False,False,622,4.34,"new, bestseller",2021-09-06,260.0,False,INR,111503.47,106.4,52.3,20.5
PRD-00400,Kaveri Rice Bag,Groceries,Rice Bag,False,False,False,397,3.34,clearance,2022-01-11,9.96,True,INR,140063.44,95.4,15.5,50.4
PRD-00189,Nexon Air Purifier Pro,Home Appliance,Air Purifier,True,False,False,104,3.13,,2020-11-15,16.45,True,INR,87091.5,17.3,115.1,108.9
PRD-00777,Vayu Textbook Lite,Books,Textbook,False,False,False,266,3.76,,2022-04-14,1.9,,INR,90116.17,72.3,113.1,7.3
PRD-00546,Zenith Vaccine Box Pro,Pharma,Vaccine Box,False,True,True,575,3.27,"eco, clearance, bestseller",2021-05-22,1.01,,INR,161825.32,178.7,27.6,132.2
PRD-00586,UrbanCraft Medical Kit Pro,Pharma,Medical Kit,True,True,True,45,3.61,"clearance, fragile-handle",2021-02-24,4.56,False,INR,120412.65,158.3,116.2,20.4
PRD-00683,Nexon Steel Coil Max,Industrial,Steel Coil,False,True,False,728,4.2,clearance,2023-02-04,,,INR,176263.96,,,
PRD-00120,Aravind Microwave Classic,Home Appliance,Microwave,True,False,False,105,2.52,bestseller,2020-12-14,40.01,,INR,60126.45,55.3,110.5,113.3
PRD-00781,UrbanCraft Comic Set Max,Books,Comic Set,True,False,False,822,2.58,fragile-handle,2020-03-10,1.06,True,INR,90097.75,38.4,75.0,132.4
PRD-00508,Aravind Jacket 2024,Apparel,Jacket,False,False,False,139,3.42,bestseller,2023-09-30,0.29,True,INR,111510.27,76.8,70.2,16.1
PRD-00590,Tamira Insulin Pack Pro,Pharma,Insulin Pack,False,True,True,660,3.53,"eco, clearance",2020-12-21,0.79,,INR,26972.46,172.2,76.5,77.6
PRD-00687,Kaveri Generator Unit Max,Industrial,Generator Unit,False,True,False,756,3.4,"new, clearance, fragile-handle",2021-03-20,4405920.0,True,INR,111611.32,61.5,73.1,62.8
PRD-00835,Aravind Novel,Books,Novel,True,False,False,403,4.58,"premium, eco",2022-09-30,3.0,False,INR,45830.4,61.4,27.5,149.4
PRD-00440,Zenith Saree Classic,Apparel,Saree,False,False,False,7,3.82,"bestseller, eco, clearance",2020-12-01,1.48,True,INR,86691.47,132.6,63.9,131.8
PRD-00651,Zenith Motor Assembly,Industrial,Motor Assembly,False,True,False,430,4.84,"clearance, eco",2022-07-16,2477.87,False,INR,176963.25,,,
PRD-00054,UrbanCraft Laptop Classic,Electronics,Laptop,False,False,False,548,,"eco, fragile-handle, bestseller",2021-09-15,2.18,False,INR,50487.92,60.2,7.1,85.4
PRD-00427,Kaveri T-Shirt Pro,Apparel,T-Shirt,False,False,False,-2,3.77,,2023-11-05,1.59,,INR,125097.75,90.8,53.5,107.3
PRD-00009,Zenith Tablet Classic,Electronics,Tablet,True,False,False,658,,,2021-02-21,0.36,,INR,86996.63,174.6,54.0,24.9
PRD-00018,Tamira Smartphone,Electronics,Smartphone,False,False,False,315,2.75,,2022-04-03,2.53,,INR,87959.14,104.9,118.7,12.9
PRD-00833,Aravind Textbook Pro,Books,Textbook,True,False,False,517,,eco,2022-05-05,3.02,False,INR,188066.56,139.9,39.1,99.9
PRD-00838,Meridian Textbook Max,Books,Textbook,False,False,False,365,3.47,,2022-03-27,0.78,,INR,175001.39,32.4,69.6,94.7
PRD-00388,Meridian Spice Pack Pro,Groceries,Spice Pack,False,False,False,97,3.24,"bestseller, premium",2021-12-04,14.96,True,INR,135614.03,61.7,85.7,28.5
PRD-00657,UrbanCraft Motor Assembly Classic,Industrial,Motor Assembly,False,True,False,241,3.12,,2022-03-09,2593.22,False,INR,116033.76,,,
PRD-00003,Meridian Headphones Classic,Electronics,Headphones,True,False,False,643,4.28,new,2022-03-08,2.09,False,INR,63227.1,134.4,7.2,83.1
PRD-00387,Aravind Spice Pack 2024,Groceries,Spice Pack,False,False,False,320,4.66,"bestseller, eco",2023-12-05,22.43,,INR,147813.83,140.1,49.2,81.3
PRD-00739,Vayu Steel Coil Pro,Industrial,Steel Coil,False,True,False,781,2.8,"eco, bestseller, premium",2022-08-30,1385.46,True,INR,1859.3,159.6,53.9,104.4
PRD-00724,Tamira Motor Assembly Max,Industrial,Motor Assembly,True,True,False,448,3.46,"new, clearance",2023-10-21,3102.97,,INR,166795.35,8.0,25.2,71.3
PRD-00553,Meridian Medical Kit Pro,Pharma,Medical Kit,True,True,True,593,4.47,"bestseller, clearance, fragile-handle",2021-12-06,3.32,,INR,116610.59,147.0,39.2,26.5
PRD-00594,Tamira Insulin Pack,Pharma,Insulin Pack,False,True,False,697,4.05,"eco, premium",2021-07-15,3.15,False,INR,135974.03,109.7,27.5,81.6
PRD-00052,Zenith Smartphone Pro,Electronics,Smartphone,True,False,False,441,3.78,"fragile-handle, clearance, bestseller",2021-08-26,1.81,False,INR,64766.59,54.7,78.6,17.1
PRD-00138,UrbanCraft Mixer Grinder Classic,Home Appliance,Mixer Grinder,False,False,False,143,3.41,,2020-09-26,16.03,False,INR,71580.74,150.7,78.2,9.6
PRD-00123,Kaveri Mixer Grinder Lite,Home Appliance,Mixer Grinder,True,False,False,722,,"bestseller, fragile-handle, clearance",2022-03-01,19.08,True,INR,27405.53,150.2,40.2,13.9
PRD-00607,Nexon Vaccine Box Pro,Pharma,Vaccine Box,True,True,False,727,3.08,"fragile-handle, clearance",2021-08-09,4.73,False,INR,173559.66,90.1,56.7,38.5
PRD-00515,UrbanCraft Saree Max,Apparel,Saree,False,False,False,566,3.7,"fragile-handle, bestseller",2022-08-04,0.52,,INR,186935.79,44.5,99.0,56.6
PRD-00371,Meridian Cooking Oil,Groceries,Cooking Oil,False,False,False,188,3.31,bestseller,2022-12-07,13.29,,INR,133063.75,16.4,34.7,118.3
PRD-00390,Nexon Spice Pack Lite,Groceries,Spice Pack,True,False,False,226,3.17,"bestseller, fragile-handle",2022-10-16,11.93,True,INR,67573.09,113.5,37.1,108.5
PRD-00685,UrbanCraft Motor Assembly Lite,Industrial,Motor Assembly,False,True,False,647,2.86,,2021-07-09,3021.2,False,INR,134816.5,157.5,90.1,107.3
PRD-00673,Vayu Steel Coil Pro,Industrial,Steel Coil,True,True,False,845,4.35,bestseller,2023-03-15,3550.95,,INR,66829.5,123.8,61.6,90.5
PRD-00659,Kaveri Generator Unit Max,Industrial,Generator Unit,False,True,False,232,4.75,fragile-handle,2021-07-20,326.44,False,INR,185101.28,116.4,105.6,143.5
PRD-00559,Kaveri Insulin Pack Classic,Pharma,Insulin Pack,True,True,True,361,4.91,,2022-12-21,1.5,True,INR,638.72,86.7,70.5,142.4
PRD-00326,Nexon Dry Fruits Pro,Groceries,Dry Fruits,True,False,False,451,2.53,"fragile-handle, bestseller, premium",2020-11-06,6.67,,INR,118536.23,7.8,52.0,62.0
PRD-00747,Tamira Comic Set Max,Books,Comic Set,False,False,False,543,3.93,,2022-10-08,1.53,False,INR,133652.42,157.9,96.1,109.0
PRD-00421,Tamira Saree Pro,Apparel,Saree,False,False,False,52,2.76,clearance,2021-07-15,1.05,False,INR,65359.91,75.3,44.8,33.4
PRD-00411,Vayu Dry Fruits Classic,Groceries,Dry Fruits,True,False,False,860,2.84,premium,2022-02-13,15.54,True,INR,143606.8,6.2,37.3,48.0
PRD-00305,Nexon Recliner Pro,Furniture,Recliner,False,False,False,764,4.56,"fragile-handle, premium",2020-12-12,,,INR,46055.4,,,
PRD-00490,Kaveri Running Shoes Classic,apparel,Running Shoes,False,False,False,124,2.99,,2021-09-05,0.47,False,INR,38643.5,159.7,60.2,17.4
PRD-00210,Zenith Recliner Max,Furniture,Recliner,True,False,False,285,4.73,fragile-handle,2022-02-17,55.65,,INR,10761.65,114.0,17.4,39.9
PRD-00417,Nexon T-Shirt Max,Apparel,T-Shirt,True,False,False,260,2.95,"eco, premium",2023-04-24,0.65,,INR,152233.84,146.0,26.8,92.6
PRD-00783,Nexon Textbook Pro,Books,Textbook,True,False,False,587,4.5,clearance,2020-09-30,2.27,,INR,85931.41,151.1,67.7,128.6
PRD-00592,Nexon Insulin Pack,Pharma,Insulin Pack,True,True,False,196,4.51,"bestseller, fragile-handle, clearance",2021-12-21,3.64,False,INR,147910.78,29.8,26.6,58.8
PRD-00290,Vayu Office Chair Max,Furniture,Office Chair,False,False,False,613,4.02,"clearance, new",2022-07-31,76.45,True,INR,118999.29,90.4,74.3,138.3
PRD-00008,UrbanCraft Smartwatch Classic,Electronics,Smartwatch,True,False,False,609,5.0,,2022-11-06,0.58,True,INR,78978.72,52.4,54.2,29.7
PRD-00746,Aravind Textbook Lite,books,Textbook,True,False,False,86,3.55,"fragile-handle, premium, eco",2022-09-06,0.83,False,INR,64361.73,25.9,80.0,17.1
PRD-00380,Aravind Rice Bag Max,Groceries,Rice Bag,False,False,False,644,2.55,"fragile-handle, new",2022-05-21,10.98,,INR,138092.97,59.5,104.0,11.0
PRD-00672,Kaveri Generator Unit Classic,Industrial,Generator Unit,True,True,False,813,2.73,,2022-10-31,431.71,True,INR,123765.82,139.0,29.7,29.1
PRD-00397,Kaveri Spice Pack Classic,Groceries,Spice Pack,True,False,False,231,4.82,,2022-09-12,15.85,False,INR,188212.3,155.5,49.0,142.5
PRD-00404,Kaveri Cooking Oil Lite,Groceries,Cooking Oil,False,False,False,263,3.1,"bestseller, premium, new",2023-08-09,1.06 kg,True,INR,124690.09,165.2,103.8,59.1
